"kit_id","transect_location","water_color_forel.ule_scale","water_dissolved_o2_mg_l","water_orp_mv","water_ph","upland_soil_temperature_degC","upland_soil_moisture","transition_soil_temperature_degC","transition_soil_moisture","wetland_soil_temperature_degC","wetland_soil_moisture","latitude","longitude","elevation_m","collection_time_utc","macrophytes_algae","systemtype","volume_ml","notes","soil_type","rotten_egg_smell","color","soil_horizon","ecosystem_code_IGBP","elevation_flag","collection_date","site_name","state","region","samples_collected","air_temperature_degC","barometric_pressure_inhg","weather_conditions","kit_notes","igsn.x","campaign.x","bulk_density_g_cm3","igsn.y","campaign.y","Ca_meq_100g","Mg_meq_100g","Na_meq_100g","K_meq_100g","CEC_meq_100g","Al_meq_100g","igsn.x","campaign.x","specific_conductance_us_cm","igsn.y","campaign.y","moisturecontent_perc_drywtbasis","igsn.x","campaign.x","Fe_ug_g","igsn.y","campaign.y","albite","chlorite","dolomite","halite","hornblende","kaolinite","microcline","muscovite","pyrite","quartz","igsn.x","campaign.x","ph","igsn.y","campaign.y","carbon_weight_perc","igsn.x","campaign.x","percent_clay","percent_sand","percent_silt","igsn.y","campaign.y","nitrogen_weight_perc","igsn.x","campaign.x","pebbles_angular_rounded","root_presence","root_thickness","visible_minerals","visible_organisms","uninhabited_shells","iron_oxidation","glass_plastic","igsn.y","campaign.y","alpha","n","th_r","th_s"
"K013","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9688,-83.8603,177.19,"18:00:00",NA,NA,NA,NA,"Fresh water marsh (Fm)","Yes","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K013","transition",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9687,-83.862,177.2,"16:50:00",NA,NA,NA,NA,"Brevort loamy sand (Bn)",NA,NA,"Organic",NA,NA,"2021-10-11","Wigwam Bay State Wildlife Area","MI","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland",NA,NA,NA,NA,"IEEXG005S","EC1",0.595546270022087,"IEEXG005Q","EC1",3.44,2.48,3.09,0.2,9.21,NA,"IEEXG005Q","EC1",142,"IEEXG005R","EC1",78,"IEEXG005Q","EC1",2075.2,"IEEXG005Q","EC1",7.3113,0,0,0,4.0661,9.8891,7.2354,0,0,71.4981,"IEEXG005Q","EC1",6.39,"IEEXG005Q","EC1",10.513,NA,NA,NA,NA,NA,"IEEXG005Q","EC1",1.036,"IEEXG005Q","EC1","none","moderate","fine","quartz","worms","none","no","no","IEEXG005S","EC1",0.049,1.248,0,0.512
"K013","upland",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9687,-83.8621,177.58,"16:45:00",NA,NA,NA,NA,"Brevort loamy sand (Bn)",NA,NA,"Organic",NA,NA,"2021-10-11","Wigwam Bay State Wildlife Area","MI","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland",NA,NA,NA,NA,"IEEXG005P","EC1",1.03527595925139,"IEEXG005N","EC1",2.34,0.59,0.03,0.08,3.08,0.04,"IEEXG005N","EC1",21,"IEEXG005O","EC1",25,"IEEXG005N","EC1",140.4,"IEEXG005N","EC1",6.2268,0,1.774,0,4.9048,3.6933,3.3995,0,0,80.0015,"IEEXG005N","EC1",7.56,"IEEXG005N","EC1",12.305,"IEEXG005P","EC1",4.36,87.89,7.75,"IEEXG005N","EC1",1.079,"IEEXG005N","EC1","none","moderate","fine","quartz","none","none","no","no","IEEXG005P","EC1",0.0943,1.602,0,0.388
"K013","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9688,-83.8603,177.19,"17:10:00","Macrophytes, Algae","Lake",540,"second filter fell into the lake and did not include it in the returned kit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K013","wetland",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9687,-83.8619,177.07,"16:55:00",NA,NA,NA,NA,"Brevort loamy sand (Bn)",NA,NA,"Organic",NA,NA,"2021-10-11","Wigwam Bay State Wildlife Area","MI","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland",NA,NA,NA,NA,"IEEXG005M","EC1",0.234243629001292,"IEEXG005K","EC1",7.8,3.76,0.23,0.32,12.11,NA,"IEEXG005K","EC1",252,"IEEXG005L","EC1",300,NA,NA,NA,"IEEXG005K","EC1",17.25,0,0,0,0,5.4013,11.5847,18.4428,0,47.3212,"IEEXG005K","EC1",6.1,"IEEXG005K","EC1",21.55,NA,NA,NA,NA,NA,"IEEXG005K","EC1",1.884,"IEEXG005K","EC1","none","many","fine","none","none","none","no","no","IEEXG005M","EC1",0.0193,1.306,0,0.63
"K014","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6699,-75.4661,-0.01,"16:46:00",NA,NA,NA,"some sand and organics","Water (WATER)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K014","transition",NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-11-18","Salem River","NJ","Mid-Atlantic","Water, Sediment","20","30.0394","Sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K014","upland",NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-11-18","Salem River","NJ","Mid-Atlantic","Water, Sediment","20","30.0394","Sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K014","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6696,-75.4661,0.97,NA,"Algae","Tidal River",150,"conductivity= 215 umS/cm, water temps drop drastically in Nota (??); Dissolved Oxygen saturation 135%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K014","wetland",NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-11-18","Salem River","NJ","Mid-Atlantic","Water, Sediment","20","30.0394","Sunny",NA,NA,NA,NA,"IEEXG0060","EC1",1.19,0.54,0.1,0.13,2.03,0.07,"IEEXG0060","EC1",49,NA,NA,NA,"IEEXG0060","EC1",525.61,"IEEXG0060","EC1",1.8062,0,0,0,0,2.1365,4.4392,6.0464,0,85.5717,"IEEXG0060","EC1",5.6,"IEEXG0060","EC1",2.587,NA,NA,NA,NA,NA,"IEEXG0060","EC1",0.257,"IEEXG0060","EC1","none","few","fine","quartz","worms","none","no","no",NA,NA,NA,NA,NA,NA
"K015","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4147,-76.7161,0,"18:40:00",NA,NA,NA,NA,"Water (W)","No","Black, Grey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K015","transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4142,-76.715,0.7,"19:15:00",NA,NA,NA,NA,"Bohicket muck (6)",NA,NA,"Organic",NA,NA,"2021-10-05","Taskinas Creek","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26","1","Sunny with little cloud",NA,"IEEXG006O","EC1",0.940350877192983,"IEEXG006M","EC1",1.26,1.5,1.13,0.19,4.08,NA,"IEEXG006M","EC1",343,"IEEXG006N","EC1",71,"IEEXG006M","EC1",4856.4,"IEEXG006M","EC1",1.1407,0,0,0,0,2.1363,6.587,0,0,90.136,"IEEXG006M","EC1",5.36,"IEEXG006M","EC1",2.32,"IEEXG006O","EC1",8.06,88.78,3.16,"IEEXG006M","EC1",0.165,"IEEXG006M","EC1","none","none",NA,"none","none","none","yes","no","IEEXG006O","EC1",0.0199,1.397,0,0.602
"K015","upland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4142,-76.715,0.7,"19:05:00",NA,NA,NA,NA,"Bohicket muck (6)",NA,NA,"Organic",6,NA,"2021-10-05","Taskinas Creek","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26","1","Sunny with little cloud",NA,"IEEXG006L","EC1",0.906875408977229,"IEEXG006J","EC1",1.04,1.46,0.35,0.25,3.23,0.13,"IEEXG006J","EC1",77,"IEEXG006K","EC1",34,"IEEXG006J","EC1",635.86,"IEEXG006J","EC1",2.4946,0,0,0,0,1.2771,1.4837,0,0,94.7446,"IEEXG006J","EC1",5.92,"IEEXG006J","EC1",5.467,"IEEXG006L","EC1",5.58,84.27,10.15,"IEEXG006J","EC1",0.464,"IEEXG006J","EC1","none","moderate","fine","quartz","none","none","no","no","IEEXG006L","EC1",0.0337,1.37,0,0.357
"K015","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4147,-76.7161,0,"18:30:00","None","Estuary",75,"Water color description: Gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K015","wetland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4144,-76.7153,0.67,"18:05:00",NA,NA,NA,NA,"Bohicket muck (6)",NA,NA,"Organic",NA,NA,"2021-10-05","Taskinas Creek","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26","1","Sunny with little cloud",NA,"IEEXG006I","EC1",0.222115761407061,"IEEXG006G","EC1",2.06,12.74,55.59,2.32,72.71,NA,"IEEXG006G","EC1",11600,"IEEXG006H","EC1",223,"IEEXG006G","EC1",1447.35,"IEEXG006G","EC1",7.4294,0,0,8.1388,0,15.1316,7.6866,28.4058,1.8795,31.3283,"IEEXG006G","EC1",4.75,"IEEXG006G","EC1",6.534,NA,NA,NA,NA,NA,"IEEXG006G","EC1",0.546,"IEEXG006G","EC1","none","few","fine","none","none","none","no","no","IEEXG006I","EC1",0.0586,1.265,0,0.61
"K016","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3044,-76.5539,0.24,"16:50:00",NA,NA,NA,"Sediment were collected in the same area as the water samples.","Sulfaquents, frequently flooded (30)","No","Grey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K016","transition",16,4.68,NA,7.01,21.4,NA,21.5,NA,23.4,NA,37.3047,-76.553,0.78,"15:57:00",NA,NA,NA,"We did not use the SoilWeb identification tool to determine soil type (apologies);  NAVD88 used for elevation","Johns sandy loam (10)",NA,NA,"Mineral",NA,NA,"2021-10-05","Transect 4, Catlett Islands","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26.83","30.12","Sunny, Warm, 25% Cloud Cover","Samples were collected along one of our long-term (5+ years) transects at Catlett Islands (we have SETs and groundwater wells installed along this transect).","IEEXG0074","EC1",1.23633206083692,"IEEXG0072","EC1",0.7,2.45,4.3,0.22,7.67,NA,"IEEXG0072","EC1",930,"IEEXG0073","EC1",41,"IEEXG0072","EC1",989.5,"IEEXG0072","EC1",1.7995,0,0,0,1.6745,3.0298,5.0024,0,0,88.4938,"IEEXG0072","EC1",5.17,"IEEXG0072","EC1",2.171,"IEEXG0074","EC1",3.83,67.01,29.17,"IEEXG0072","EC1",0.177,"IEEXG0072","EC1","none","none",NA,"none","none","none","yes","no","IEEXG0074","EC1",0.00294,1.467,0,0.517
"K016","upland",16,4.68,NA,7.01,21.4,NA,21.5,NA,23.4,NA,37.3047,-76.5529,1.01,"15:48:00",NA,NA,NA,"We did not use the SoilWeb identification tool to determine soil type (apologies); NAVD88 used for elevation","Johns sandy loam (10)",NA,NA,"Organic",5,NA,"2021-10-05","Transect 4, Catlett Islands","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26.83","30.12","Sunny, Warm, 25% Cloud Cover","Samples were collected along one of our long-term (5+ years) transects at Catlett Islands (we have SETs and groundwater wells installed along this transect).","IEEXG0071","EC1",0.145662100456621,"IEEXG006Z","EC1",1.91,8.72,14.92,0.96,26.6,0.09,"IEEXG006Z","EC1",1820,"IEEXG0070","EC1",119,"IEEXG006Z","EC1",277.96,"IEEXG006Z","EC1",5.5001,0,0,0,0,7.9012,5.0182,0,0,81.5805,"IEEXG006Z","EC1",5.05,"IEEXG006Z","EC1",28.385,NA,NA,NA,NA,NA,"IEEXG006Z","EC1",1.289,"IEEXG006Z","EC1","none","moderate","fine","none","insects","none","no","no",NA,NA,NA,NA,NA,NA
"K016","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3044,-76.5539,0.24,"16:35:00","None","Estuary",470,"My apologies, but I don't believe I had included the EyeonWater Color and Conductivity Measurement (32.484 us/cm) on the printed datasheet that went with the cooler.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K016","wetland",16,4.68,NA,7.01,21.4,NA,21.5,NA,23.4,NA,37.3045,-76.5536,0.37,"16:15:00",NA,NA,NA,"We did not use the SoilWeb identification tool to determine soil type (apologies);  NAVD88 used for elevation","Sulfaquents, frequently flooded (30)",NA,NA,"Organic",NA,NA,"2021-10-05","Transect 4, Catlett Islands","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","26.83","30.12","Sunny, Warm, 25% Cloud Cover","Samples were collected along one of our long-term (5+ years) transects at Catlett Islands (we have SETs and groundwater wells installed along this transect).","IEEXG006Y","EC1",0.274358974358974,"IEEXG006W","EC1",2.34,14.22,69.87,3.02,89.49,0.04,"IEEXG006W","EC1",14.1,"IEEXG006X","EC1",329,"IEEXG006W","EC1",5570.31,"IEEXG006W","EC1",7.3134,0,0,10.1814,0,14.4686,8.2444,27.4237,2.9323,29.4361,"IEEXG006W","EC1",5.56,"IEEXG006W","EC1",4.729,NA,NA,NA,NA,NA,"IEEXG006W","EC1",0.505,"IEEXG006W","EC1","none","none",NA,"none","none","none","no","no","IEEXG006Y","EC1",0.1139,1.211,0,0.863
"K017","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5678,-76.8867,0.23,"18:27:00",NA,NA,NA,"Sediment sample taken in general areas of water samples.","Lanexa mucky silty clay loam, 0 to 1 percent slopes, very frequently flooded (15A)","No","Grey",NA,NA,"inconsistent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K017","transition",19,7.21,NA,7.09,20.8,NA,21.3,NA,22.1,NA,37.5687,-76.8871,0.36,"17:25:00",NA,NA,NA,NA,NA,NA,NA,"Mineral",NA,"inconsistent","2021-10-04","Transect 1, Sweet Hall Marsh","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","28.05","29.93","Sunny with 50% Cloud Cover, Slight Breeze","Work was conducted along one of CBNERR-VA long-term monitoring transects at Sweet Hall Marsh (Transect 1) which has been instrumented with SETs and Groundwater Wells.","IEEXG007K","EC1",0.705405405405405,"IEEXG007I","EC1",1.2,1.64,2.06,0.14,5.08,0.04,"IEEXG007I","EC1",431,"IEEXG007J","EC1",85,"IEEXG007I","EC1",2185.7,"IEEXG007I","EC1",7.8536,0,0,0,0,4.5599,5.8568,0,0,81.7296,"IEEXG007I","EC1",5.29,"IEEXG007I","EC1",3.641,"IEEXG007K","EC1",7.31,72.83,19.86,"IEEXG007I","EC1",0.393,"IEEXG007I","EC1","none","few","fine","quartz","none","none","no","no","IEEXG007K","EC1",0.0134,1.289,0,0.701
"K017","upland",19,7.21,NA,7.09,20.8,NA,21.3,NA,22.1,NA,37.5687,-76.8872,0.84,"17:03:00",NA,NA,NA,"Did not use SoilWeb for identifying soil types, based on experience of field staff. Soil probe used to take soil temperature","Tarboro sand, 6 to 15 percent slopes (29D)",NA,NA,"Mineral",5,"inconsistent","2021-10-04","Transect 1, Sweet Hall Marsh","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","28.05","29.93","Sunny with 50% Cloud Cover, Slight Breeze","Work was conducted along one of CBNERR-VA long-term monitoring transects at Sweet Hall Marsh (Transect 1) which has been instrumented with SETs and Groundwater Wells.","IEEXG007H","EC1",0.75462962962963,"IEEXG007F","EC1",0.98,0.74,0.04,0.14,2.09,0.19,"IEEXG007F","EC1",33.8,"IEEXG007G","EC1",8,"IEEXG007F","EC1",397.96,"IEEXG007F","EC1",3.5429,0,0,0.7613,0,2.3269,1.4722,0,0,91.8967,"IEEXG007F","EC1",5.29,"IEEXG007F","EC1",3.665,"IEEXG007H","EC1",5.32,73.48,21.2,"IEEXG007F","EC1",0.374,"IEEXG007F","EC1","none","few","fine","quartz","none","none","no","no",NA,NA,NA,NA,NA,NA
"K017","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5678,-76.8867,0.23,"17:49:00","None","Estuary, Tidal River",395,"The form sent in the container (printed form) from this site incorrectly stated that there were macrophytes in the location of the water/sediment sample and this was incorrect - the correct response is ""none"" (given the choices).",NA,NA,NA,NA,NA,"inconsistent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K017","wetland",19,7.21,NA,7.09,20.8,NA,21.3,NA,22.1,NA,37.5687,-76.8869,0.42,"17:40:00",NA,NA,NA,NA,"Lanexa mucky silty clay loam, 0 to 1 percent slopes, very frequently flooded (15A)",NA,NA,"Organic",NA,"inconsistent","2021-10-04","Transect 1, Sweet Hall Marsh","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","28.05","29.93","Sunny with 50% Cloud Cover, Slight Breeze","Work was conducted along one of CBNERR-VA long-term monitoring transects at Sweet Hall Marsh (Transect 1) which has been instrumented with SETs and Groundwater Wells.","IEEXG007E","EC1",0.182659932659933,"IEEXG007C","EC1",1.84,7.81,12.39,0.91,22.95,NA,"IEEXG007C","EC1",2410,"IEEXG007D","EC1",494,"IEEXG007C","EC1",1438.98,"IEEXG007C","EC1",5.964,0.9323,0,0,1.5858,19.1124,6.7595,28.0543,3.2896,34.302,"IEEXG007C","EC1",8.33,"IEEXG007C","EC1",6.922,"IEEXG007E","EC1",9.38,22.56,68.06,"IEEXG007C","EC1",0.738,"IEEXG007C","EC1","none","few","fine","none","none","none","no","no","IEEXG007E","EC1",0.1336,1.27,0,0.782
"K018","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2192,-76.4136,0.18,"17:30:00",NA,NA,NA,NA,"Axis very fine sandy loam (3)","No","Light Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K018","transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2197,-76.4133,0.58,"17:40:00",NA,NA,NA,NA,"Axis very fine sandy loam (3)",NA,NA,"Organic",NA,NA,"2021-10-04","Goodwin Islands","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","22","1","Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K018","upland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.22,-76.4128,1.1,"17:45:00",NA,NA,NA,NA,"Dragston fine sandy loam (13)",NA,NA,"Organic",5,NA,"2021-10-04","Goodwin Islands","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","22","1","Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K018","water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2192,-76.4136,0.18,"17:15:00","None","Estuary",200,"Water color description: Light brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K018","wetland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2192,-76.4136,0.18,"17:35:00",NA,NA,NA,NA,"Axis very fine sandy loam (3)",NA,NA,"Mineral",NA,NA,"2021-10-04","Goodwin Islands","VA","Mid-Atlantic","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","22","1","Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K019","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6532,-92.2266,182.93,"18:15:00",NA,NA,NA,NA,"Water (W)","No","Reddish, Light Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K019","transition",16,NA,NA,8.032,NA,NA,NA,NA,NA,NA,46.6536,-92.2269,183.21,"18:30:00",NA,NA,NA,NA,"Udifluvents, loamy, 0 to 2 percent slopes, occasionally flooded (1026A)",NA,NA,"Organic",NA,NA,"2021-10-04","Boy Scout Landing/St. Louis River","MN","Great Lakes","Water, Sediment, Soil - Wetland, Soil - Transition, Soil - Upland","14","30.18","Overcast, foggy","Heavy rain last 48 hr.","IEEXG008G","EC1",1.31818181818182,"IEEXG008E","EC1",1.99,1.07,0.08,0.14,3.28,NA,"IEEXG008E","EC1",75.9,"IEEXG008F","EC1",32,"IEEXG008E","EC1",3991.31,"IEEXG008E","EC1",25.9155,0,1.883,0,3.4278,3.5082,13.1713,0,0,52.0943,"IEEXG008E","EC1",6.15,"IEEXG008E","EC1",1.981,"IEEXG008G","EC1",7.31,58.16,34.52,"IEEXG008E","EC1",0.129,"IEEXG008E","EC1","none","few","fine","none","none","none","yes","no","IEEXG008G","EC1",0.015,1.254,0,0.499
